Class_Name,Description,Type,id,Professor,,Unit,Attributes,Subject,Number,Unit,mon,tues,wed,thur,fri,start_time,end_time,,,,,,,,,,,,
PUBPOL 166D,"INTRO TO IR: SEC, PEACE & CONF",dis,2,Departmental Staff,,1,"CCI,C,SS",PUBPOL,166,0,FALSE,FALSE,FALSE,FALSE,TRUE,12:00PM,12:50PM,,,,,,,,,,,,
PUBPOL 167FS,"CITIZENSHIP, PATRIOTISM, & ID",lec,1,Ian R Macmullen,,1,"EI,C,CZ,SS",PUBPOL,167,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 170S,DOC EXPER: A VIDEO APPR,lec,1,Gary Hawkins,,1,"R,C,ALP,SS",PUBPOL,170,1,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 178,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",,1,"CCI,EI,C,SS",PUBPOL,178,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 181FS,HUMAN RIGHTS & WORLD POLITICS,lec,1,Juliette Duara,,1,"EI,C,SS",PUBPOL,181,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 182,PUBLIC SPEAKING,lec,1,Ingrid Byerly,,1,"W,C",PUBPOL,182,1,FALSE,TRUE,FALSE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 182,PUBLIC SPEAKING,lec,2,Ingrid Byerly,,1,"W,C",PUBPOL,182,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 183FS,"MEDICAL ETHICS, AGING, EOL",lec,1,Jehanne Gheith,,1,"CCI,EI,SL,C,ALP",PUBPOL,183,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 185FS,DRUGS AND THE LAW,lec,1,Nicole L Schramm-Sapyta,,1,"C,SS",PUBPOL,185,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 186FS,ETHICS OF GENOME RESEARCH,lec,1,Susanne B Haga,,1,"EI,STS,C,SS",PUBPOL,186,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 187FS,GLOBALIZATION/CORP CITIZENSHIP,lec,1,Dirk Philipsen,,1,"EI,C,SS",PUBPOL,187,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 196FS,PATIENT ACTIVISM AND ADVOCACY,lec,1,Misha Angrist,,1,"STS,W,C,SS",PUBPOL,196,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 199FS,SCIENCE LAW AND POLICY,lec,1,"Janet Prvu Bettger, Syed (Yousuf) Zafar",,1,"CCI,STS,W,C,SS",PUBPOL,199,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 206S,ENGAGED CITIZENS/SOCIAL CHANGE,lec,1,Eric J Mlyn,,1,"CCI,EI,C,SS",PUBPOL,206,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 213S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,,1,"CCI,C,ALP,CZ",PUBPOL,213,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 214,SOUTH AFRICA: PAST AND FUTURE,lec,1,Karin Shapiro,,1,"CCI,EI,C,CZ,SS",PUBPOL,214,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 220,IMMIGRANT DREAMS/US REALITIES,lec,1,Gunther W Peck,,1,"CCI,EI,C,CZ,SS",PUBPOL,220,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 223,GLOBAL RUSSIA,lec,1,Michael Newcity,,1,"CCI,EI,C,CZ,SS",PUBPOL,223,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 232S,THE INSURGENT SOUTH,lec,1,Nancy K MacLean,,1,"C,CZ,SS",PUBPOL,232,1,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 242S,CHILD POLICY RESEARCH,lec,1,Megan M Golonka,,1,"R,C,SS",PUBPOL,242,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
PUBPOL 243S,"CHILDREN, SCHOOLS AND SOCIETY",lec,1,Susan R Wynn,,1,"CCI,EI,W,SL,C,SS",PUBPOL,243,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
PUBPOL 250FS,"LAW, ETHICS & RESPONSIBILITY",lec,1,Michael Newcity,,1,"EI,STS,C,SS",PUBPOL,250,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 256,SOCIAL INNOVATION,lec,1,Matthew T Nash,,1,"EI,C,SS",PUBPOL,256,1,FALSE,FALSE,TRUE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 256,SOCIAL INNOVATION,lec,2,Matthew T Nash,,1,"EI,C,SS",PUBPOL,256,1,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 257S,SHAKESPEARE & FIN MKTS,lec,1,John Forlines III,,1,"CCI,C,SS",PUBPOL,257,1,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
PUBPOL 259S,WOMEN AS LEADERS,lec,1,Suzanne Katzenstein,,1,"W,SS",PUBPOL,259,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 260S,LEADERSHIP/POLICY/CHANGE,lec,1,Shane T Stansbury,,1,"EI,SS",PUBPOL,260,1,FALSE,TRUE,FALSE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
PUBPOL 265S,ENTERPRISING LEADERSHIP,lec,1,Anthony S Brown,,1,"EI,SL,SS",PUBPOL,265,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 270S,POLITICAL PARTIC/LDRSHP,lec,1,Lalita M Kaligotla,,1,"EI,SS",PUBPOL,270,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 282S,SOCIAL ENGINEERING & MOVEMENTS,lec,1,Mustafa O Tuna,,1,"CCI,EI,C,CZ,SS",PUBPOL,282,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 284,"DENIAL, FAITH, REASON",lec,1,Dirk Philipsen,,1,"EI,C",PUBPOL,284,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 285S,COMPARATIVE URBAN POLITICS,lec,1,"Kerry L Haynie, Ralph Bruce Lawrence",,1,"CCI,EI,C,SS",PUBPOL,285,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
PUBPOL 288,INTERNATIONAL TRADE,lec,1,Rafael Dix Carneiro,,1,"CCI,STS,C,SS",PUBPOL,288,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
PUBPOL 290S-1,PUBLIC POLICY (SEL TOP),lec,1,Carol F Fox,,0.5,,PUBPOL,290,0.5,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,lec,1,Kristin A Goss,,1,"W,C,SS",PUBPOL,301,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,lec,2,Departmental Staff,,1,"W,C,SS",PUBPOL,301,1,TRUE,FALSE,TRUE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,1,Kristin A Goss,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,3:20PM,4:10PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,2,Kristin A Goss,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,3,Kristin A Goss,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,4,Departmental Staff,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,12:00PM,12:50PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,5,Departmental Staff,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 301,POL ANALY PUB POL MAKING,dis,6,Departmental Staff,,1,"W,C,SS",PUBPOL,301,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:20AM,11:10AM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,lec,1,Simon Miles,,1,"EI,SS",PUBPOL,302,1,TRUE,FALSE,FALSE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,lec,2,Jay A Pearson,,1,"EI,SS",PUBPOL,302,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,1,Simon Miles,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:20AM,11:10AM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,2,Simon Miles,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,12:00PM,12:50PM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,3,Simon Miles,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,4,Jay A Pearson,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:20AM,11:10AM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,5,Jay A Pearson,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,6,Jay A Pearson,,1,"EI,SS",PUBPOL,302,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:20AM,11:10AM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,lec,1,Departmental Staff,,1,SS,PUBPOL,303,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,lec,2,Departmental Staff,,1,SS,PUBPOL,303,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,1,Departmental Staff,,1,SS,PUBPOL,303,0,FALSE,TRUE,FALSE,FALSE,FALSE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,2,Departmental Staff,,1,SS,PUBPOL,303,0,FALSE,TRUE,FALSE,FALSE,FALSE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,3,Departmental Staff,,1,SS,PUBPOL,303,0,FALSE,TRUE,FALSE,FALSE,FALSE,12:00PM,12:50PM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,4,Departmental Staff,,1,SS,PUBPOL,303,0,FALSE,FALSE,FALSE,FALSE,TRUE,12:00PM,12:50PM,,,,,,,,,,,,
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,5,Departmental Staff,,1,SS,PUBPOL,303,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
PUBPOL 304,ECON OF THE PUB SEC,lec,1,Marc A Jeuland,,1,"C,SS",PUBPOL,304,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,-,12:50PM,,,,
PUBPOL 304,ECON OF THE PUB SEC,lec,2,William A Darity,,1,"C,SS",PUBPOL,304,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,-,12:50PM,,,,
PUBPOL 306,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,,1,"CCI,EI,C,CZ,SS",PUBPOL,306,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,lec,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",PUBPOL,313,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",PUBPOL,313,0,FALSE,FALSE,TRUE,FALSE,FALSE,8:30AM,9:20AM,,,,,,,,,,,,
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,2,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",PUBPOL,313,0,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,10:55AM,,,,,,,,,,,,
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,3,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",PUBPOL,313,0,FALSE,FALSE,FALSE,TRUE,FALSE,8:30AM,9:20AM,,,,,,,,,,,,
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,4,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",PUBPOL,313,0,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,10:55AM,,,,,,,,,,,,
PUBPOL 317S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,,1,"CCI,C,CZ,SS",PUBPOL,317,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 327S,APARTHEID S-AFRICA/DEMOCRACY,lec,1,Karin Shapiro,,1,"CCI,EI,R,C,CZ,SS",PUBPOL,327,1,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,3:55PM,,,,,,,,,,,,
PUBPOL 330,GLOBAL HEALTH ETHICS,lec,1,Kathryn Whetten,,1,"EI,C,SS",PUBPOL,330,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
PUBPOL 343,DATA JOURNALISM,lec,1,"Jeremy Bowers, Michael T Dukes",,1,"STS,C,SS",PUBPOL,343,1,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,2:15PM,,,,,,,,,,,,
PUBPOL 363S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,,1,"EI,C,SS",PUBPOL,363,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 365S,VIDEO JOURNALISM,lec,1,Lynn Owens,,1,"C,ALP,SS",PUBPOL,365,1,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,2:15PM,,,,,,,,,,,,
PUBPOL 366S,MAGAZINE JOURNALISM,lec,1,David A Graham,,1,"W,C,SS",PUBPOL,366,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
PUBPOL 367S,NEWS WRITING AND REPORTING,lec,1,Mark Stencel,,1,"R,W,C,SS",PUBPOL,367,1,FALSE,FALSE,TRUE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 371,NEWS/MORAL BATTLEGROUND,lec,1,Departmental Staff,,1,"EI,R,W,C,SS",PUBPOL,371,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 377S,MEDICINE AND DOCUMENTARY PHOTO,lec,1,John W Moses Jr.,,1,"C,ALP",PUBPOL,377,1,FALSE,TRUE,FALSE,FALSE,FALSE,6:15PM,8:45PM,,,,,,,,,,,,
PUBPOL 397S,ADVANCED REPORTING,lec,1,William R Adair,,1,"W,C",PUBPOL,397,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
PUBPOL 410,POLICY JOURNALISM/MEDIA ST,lec,1,Philip M Napoli,,1,"R,C,SS",PUBPOL,410,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 415,ADAPTIVE LEADERSHIP,lec,1,Nicholas W Carnes,,1,"EI,R,W,SS",PUBPOL,415,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
PUBPOL 496S,HONORS SEMINAR,lec,1,Dirk Philipsen,,1,"R,W,SS",PUBPOL,496,1,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 496S,HONORS SEMINAR,lec,2,Christina Gibson-Davis,,1,"R,W,SS",PUBPOL,496,1,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 496S,HONORS SEMINAR,lec,3,Alison Hagy,,1,"R,W,SS",PUBPOL,496,1,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,5:35PM,,,,,,,,,,,,
PUBPOL 496S,HONORS SEMINAR,lec,4,Kenneth S Rogerson,,1,"R,W,SS",PUBPOL,496,1,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,5:35PM,,,,,,,,,,,,
RELIGION 101,INTRO TO RELIGIOUS STUDIES,lec,1,David Ashley Morgan,,1,"CCI,EI,CZ",RELIGION,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
RELIGION 110,"SELF, SOCIETY, ART IN HINDUISM",lec,1,Leela Prasad,,1,"CCI,EI,C,CZ",RELIGION,110,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
RELIGION 120,BUDDHISM,lec,1,Rebecca Mendelson,,1,"CCI,EI,C,CZ",RELIGION,120,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
RELIGION 155,THE NEW TESTAMENT,lec,1,Jennifer W Knust,,1,"CCI,EI,CZ",RELIGION,155,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
RELIGION 181,SILK ROADS AND CHINA,lec,1,Sucheta Mazumdar,,1,"CCI,C,CZ",RELIGION,181,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
RELIGION 190FS,FOCUS SEMINARS (TOP),lec,1,Marc Zvi Brettler,,1,,RELIGION,190,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
RELIGION 190FS,FOCUS SEMINARS (TOP),lec,2,Malachi H Hacohen,,1,,RELIGION,190,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
RELIGION 213S,SHAMANISM & SPIRIT POSESSION,lec,1,John R Freeman,,1,"CCI,EI,R,C,CZ,SS",RELIGION,213,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
RELIGION 237,RELIGION IN AMER LIFE,lec,1,Andrew T Coates,,1,"EI,C,CZ",RELIGION,237,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lec,1,Ava Vinesett,,1,"CCI,C,ALP,CZ",RELIGION,240,1,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lab,1,Ava Vinesett,,1,"CCI,C,ALP,CZ",RELIGION,240,0,FALSE,TRUE,FALSE,TRUE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lab,2,Ava Vinesett,,1,"CCI,C,ALP,CZ",RELIGION,240,0,TRUE,FALSE,TRUE,FALSE,FALSE,6:15PM,7:30PM,,,,,,,,,,,,
RELIGION 247,T'AI CHI AND CHINESE THOUGHT,lec,1,David N Need,,1,"CCI,C,CZ",RELIGION,247,1,TRUE,FALSE,FALSE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
RELIGION 263,MYSTICAL LITERATURE,lec,1,Omid Safi,,1,"CCI,C,ALP",RELIGION,263,1,FALSE,FALSE,TRUE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
RELIGION 266S,HARRY POTTER AND RELIGION,lec,1,Larissa Soares Carneiro,,1,CZ,RELIGION,266,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
RELIGION 270,BLACK GODS AND KINGS,lec,1,James Lorand Matory,,1,"CCI,EI,C,CZ,SS",RELIGION,270,1,FALSE,FALSE,FALSE,TRUE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
RELIGION 283,HISTORY AND CULTURE OF IRAN,lec,1,Omid Safi,,1,"CCI,R,C,ALP,CZ",RELIGION,283,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,lec,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",RELIGION,301,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",RELIGION,301,0,FALSE,FALSE,TRUE,FALSE,FALSE,8:30AM,9:20AM,,,,,,,,,,,,
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,2,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",RELIGION,301,0,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,10:55AM,,,,,,,,,,,,
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,3,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",RELIGION,301,0,FALSE,FALSE,FALSE,TRUE,FALSE,8:30AM,9:20AM,,,,,,,,,,,,
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,4,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",,1,"CCI,EI,C,CZ",RELIGION,301,0,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,10:55AM,,,,,,,,,,,,
RELIGION 328,BUDDHISM AND SEXUALITY,lec,1,David N Need,,1,"CCI,EI,C,CZ",RELIGION,328,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
RELIGION 342,THE HOLOCAUST,lec,1,Departmental Staff,,1,"CCI,EI,STS,C,CZ",RELIGION,342,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
RELIGION 373S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,,1,"CCI,EI,C,CZ",RELIGION,373,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
RELIGION 377S,RELIGION & POLITICS,lec,1,Mohsen Kadivar,,1,"CCI,EI,C,CZ",RELIGION,377,1,TRUE,FALSE,TRUE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
RELIGION 399S,TONI MORRISON,lec,1,Joseph Winters,,1,"CCI,EI,C,ALP,CZ",RELIGION,399,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
RIGHTS 111FS,RETHINKING SCHOOL: SOC JUSTICE,lec,1,"David Michael Malone, Jan Riggsbee",,1,"CCI,EI,SL,C,SS",RIGHTS,111,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:45PM,,,,,,,,,,,,
RIGHTS 112FS,"MEDICAL ETHICS, AGING, EOL",lec,1,Jehanne Gheith,,1,"CCI,EI,SL,C,ALP",RIGHTS,112,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
RIGHTS 113FS,ENTERPRISING CIVIC ENGAGEMENT,lec,1,Lisa Beth Bergene,,1,"EI,SL,C,SS",RIGHTS,113,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
RIGHTS 148,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",,1,"CCI,EI,C,SS",RIGHTS,148,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
RIGHTS 201S,ENGAGED CITIZENS/SOCIAL CHANGE,lec,1,Eric J Mlyn,,1,"CCI,EI,C,SS",RIGHTS,201,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
RIGHTS 204FS,DOCUMENTING THE MIDDLE EAST,lec,1,Nancy Kalow,,1,"CCI,R,C,ALP,CZ",RIGHTS,204,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
RIGHTS 205,RACIAL/ETH MINORITIES AMER POL,lec,1,Ashley Jardina,,1,"CCI,C,SS",RIGHTS,205,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
RIGHTS 221,"RACE, POWER, AND IDENTITY",lec,1,Martin Paul Smith,,1,"CCI,EI,R,C,SS",RIGHTS,221,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
RIGHTS 235S,COMPARATIVE URBAN POLITICS,lec,1,"Kerry L Haynie, Ralph Bruce Lawrence",,1,"CCI,EI,C,SS",RIGHTS,235,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
