Class_Name,Description,Type,id,Professor,Time,Unit,Attributes,Subject,Number
HISTORY 228,CHINATOWNS: A CULTURAL HISTORY,lec,1,Eileen Chow,W 3:05PM - 5:35PM,1.0,"CCI,R,C,ALP,CZ",HISTORY,228
HISTORY 230,GREEK HISTORY,lec,1,Departmental Staff,TuTh 1:25PM - 2:40PM,1.0,"CCI,C,CZ",HISTORY,230
HISTORY 234,DEMOCRACY: ANCIENT AND MODERN,lec,1,Jed W Atkins,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,SIGNATURE,C,CZ,SS",HISTORY,234
HISTORY 239,HISTORY OF CHINESE MEDICINE,lec,1,Nicole Elizabeth Barnes,TuTh 10:05AM - 11:20AM,1.0,"CCI,STS,W,C,CZ",HISTORY,239
HISTORY 240,GREEK AND ROMAN LAW,lec,1,Departmental Staff,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ",HISTORY,240
HISTORY 242S,HUMAN RIGHTS IN THE AMERICAS,lec,1,Robin Kirk,WF 11:45AM - 1:00PM,1.0,"CCI,W,C,CZ",HISTORY,242
HISTORY 248,HISTORY AND CULTURE OF IRAN,lec,1,Omid Safi,MW 1:25PM - 2:40PM,1.0,"CCI,R,C,ALP,CZ",HISTORY,248
HISTORY 249,TRANSNATIONAL FEMINISM,lec,1,Frances S Hasso,TuTh 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,SS",HISTORY,249
HISTORY 254,EXPANSION OF MEDIEVAL EUROPE,lec,1,Jehangir Y Malegam,MW 10:05AM - 11:20AM,1.0,"CCI,CZ",HISTORY,254
HISTORY 260,MAGIC/REL/SCI SINCE 1400,lec,1,Thomas Robisheaux,MW 3:05PM - 4:20PM,1.0,"CCI,EI,STS,C,CZ",HISTORY,260
HISTORY 261,GERMANY CONFRONTS HOLOCAUST,lec,1,Kristen Dolan,MW 4:40PM - 5:55PM,1.0,"CCI,EI,C,ALP,CZ",HISTORY,261
HISTORY 265S,RELIGION & POLITICS,lec,1,Mohsen Kadivar,MW 4:40PM - 5:55PM,1.0,"CCI,EI,C,CZ",HISTORY,265
HISTORY 277,TOLSTOY AND RUSSIAN EXPERIENCE,lec,1,Carol Apollonio,TuTh 3:05PM - 4:20PM,1.0,"CCI,EI,C,ALP,CZ",HISTORY,277
HISTORY 278S,NATIONALISM AND EXILE,lec,1,Martin A Miller,Tu 6:15PM - 8:45PM,1.0,"CCI,R,C,CZ",HISTORY,278
HISTORY 279,MODERN TERRORISM,lec,1,Martin A Miller,MW 1:25PM - 2:40PM,1.0,"CCI,SIGNATURE,C,CZ",HISTORY,279
HISTORY 289S,DECOLONIZATION,lec,1,Jessica Namakkal,W 1:25PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",HISTORY,289
HISTORY 297,THE HOLOCAUST,lec,1,Departmental Staff,WF 11:45AM - 1:00PM,1.0,"CCI,EI,STS,C,CZ",HISTORY,297
HISTORY 305,HISTORY INT FIN & MON CRISES,lec,1,Giovanni Zanalda,Th 1:25PM - 3:55PM,1.0,"EI,C,CZ,SS",HISTORY,305
HISTORY 307,HISTORY OF ECONOMIC THOUGHT,lec,1,Jason Samuel Brent,MWF 1:25PM - 2:40PM,1.0,"CCI,R,W,C,SS",HISTORY,307
HISTORY 308S,ADAM SMITH & NATURAL LIBERTY,lec,1,Kevin D. Hoover,MW 3:05PM - 4:20PM,1.0,"STS,C,SS",HISTORY,308
HISTORY 316S,THE ATLANTIC SLAVE TRADE,lec,1,Barry Gaspar,MW 4:40PM - 5:55PM,1.0,"CCI,R,C,CZ",HISTORY,316
HISTORY 318,CARIBBEAN 1492-1700,lec,1,Barry Gaspar,MW 1:25PM - 2:40PM,1.0,"CCI,C,CZ",HISTORY,318
HISTORY 325,"DENIAL, FAITH, REASON",lec,1,Dirk Philipsen,TuTh 1:25PM - 2:40PM,1.0,"EI,C",HISTORY,325
HISTORY 328,GLOBAL BRAZIL,lec,1,John D French,TuTh 11:45AM - 1:00PM,1.0,"CCI,C,CZ,SS",HISTORY,328
HISTORY 331S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ,SS",HISTORY,331
HISTORY 333S,SOCIAL ENGINEERING & MOVEMENTS,lec,1,Mustafa O Tuna,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,CZ,SS",HISTORY,333
HISTORY 336,NORTH AMERICA TO 1760,lec,1,Juliana Barr,M 1:25PM - 4:20PM,1.0,"CCI,CZ,SS",HISTORY,336
HISTORY 352,IMMIGRANT DREAMS/US REALITIES,lec,1,Gunther W Peck,WF 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",HISTORY,352
HISTORY 357S,THE INSURGENT SOUTH,lec,1,Nancy K MacLean,M 10:05AM - 12:35PM,1.0,"C,CZ,SS",HISTORY,357
HISTORY 362,U S POLITICAL HST 1900-PRESENT,lec,1,John Reeve Huston,MW 1:25PM - 2:40PM,1.0,"CZ,SS",HISTORY,362
HISTORY 379S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,MW 3:05PM - 4:20PM,1.0,"CCI,C,ALP,CZ",HISTORY,379
HISTORY 380S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ",HISTORY,380
HISTORY 384,CHINA SINCE 1949,lec,1,Nicole Elizabeth Barnes,Tu 1:25PM - 4:55PM,1.0,"CCI,CZ,SS",HISTORY,384
HISTORY 385S,WHITE PEOPLE,lec,1,James Lorand Matory,Tu 3:05PM - 5:35PM,1.0,"CCI,R,C,CZ,SS",HISTORY,385
HISTORY 386S,APARTHEID S-AFRICA/DEMOCRACY,lec,1,Karin Shapiro,M 1:25PM - 3:55PM,1.0,"CCI,EI,R,C,CZ,SS",HISTORY,386
HISTORY 454S,CAP SEM: GLOBALIZATION ASIA,lec,1,Sucheta Mazumdar,Th 4:40PM - 7:10PM,1.0,"CCI,R,STS,C,CZ,SS",HISTORY,454
HISTORY 470S,CAP SEM: LEADERSHP IN AMER HST,lec,1,Gerald L Wilson,TuTh 3:05PM - 4:20PM,1.0,"EI,R,CZ",HISTORY,470
HISTORY 472S,,lec,1,Anna Krylova,TuTh 4:40PM - 5:55PM,1.0,"CCI,R,STS,CZ",HISTORY,472
HISTORY 473,TWO KOREAS,lec,1,Nayoung Aimee Kwon,TuTh 6:15PM - 7:30PM,1.0,"CCI,C,ALP,CZ",HISTORY,473
HISTORY 495S,SENIOR THESIS SEMINAR,lec,1,Simon C Partner,Tu 3:05PM - 5:35PM,1.0,"R,W,CZ",HISTORY,495
HISTORY 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Sumathi Ramaswamy,M 3:05PM - 5:35PM,1.0,,HISTORY,89
HISTORY 89S,FIRST-YEAR SEMINAR (TOP),lec,2,Peter H Sigal,M 3:05PM - 5:35PM,1.0,,HISTORY,89
HUMANDEV 224,HUMAN DEVELOPMENT,lec,1,Departmental Staff,MW 3:05PM - 4:20PM,1.0,"CCI,EI,R,C,SS",HUMANDEV,224
I&E 261,SOCIAL INNOVATION,lec,1,Matthew T Nash,W 3:05PM - 5:35PM,1.0,"EI,C,SS",I&E,261
I&E 261,SOCIAL INNOVATION,lec,2,Matthew T Nash,W 10:05AM - 12:35PM,1.0,"EI,C,SS",I&E,261
I&E 263S,PROBLEM SOLVING GLOBAL HEALTH,lec,1,Dennis A Clements,Th 10:05AM - 12:35PM,1.0,"C,SS",I&E,263
I&E 302,FIELDWORK METHODS,lec,1,Diane M Nelson,MW 10:05AM - 11:20AM,1.0,"EI,R,W,SS",I&E,302
I&E 311S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,WF 1:25PM - 2:40PM,1.0,"EI,C,SS",I&E,311
I&E 375,ECON OF ENTREPRENEURSHIP,lec,1,Grace Kim,MW 11:45AM - 1:00PM,1.0,"C,SS",I&E,375
I&E 395,NEW VENTURES 2,lec,1,Jamie N Jones,M 3:05PM - 5:35PM,1.0,C,I&E,395
ICS 101,INTRO TO CULTURAL ANTHRO,lec,1,Christine Folch,TuTh 10:05AM - 11:20AM,1.0,"CCI,C,CZ,SS",ICS,101
ICS 102,INTRODUCTION TO DANCE,lec,1,Purnima Shah,MW 1:25PM - 2:40PM,1.0,"CCI,C,ALP",ICS,102
ICS 110,INTRO TO AFRICAN STUDIES,lec,1,Charles D Piot,TuTh 1:25PM - 2:40PM,1.0,"CCI,C,ALP,CZ",ICS,110
ICS 111,TRADITIONS IN DOC STUDIES,lec,1,Christopher Wilson Sims,TuTh 10:05AM - 11:20AM,1.0,"CCI,C,ALP",ICS,111
ICS 121,INTRO CONTEM LATIN AMER,lec,1,Gabriela Goldin Marcovich,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ",ICS,121
ICS 128FS,HUMAN RIGHTS & WORLD POLITICS,lec,1,Juliette Duara,TuTh 1:25PM - 2:40PM,1.0,"EI,C,SS",ICS,128
ICS 179S,GTWY SEM-CAPITALISM & CRITICS,lec,1,John Reeve Huston,MW 3:05PM - 4:20PM,1.0,"EI,R,W,C,CZ",ICS,179
ICS 195,COMP APPR GLOBAL ISSUES,lec,1,Deonte L. Harris,MWF 1:40PM - 2:40PM,1.0,"CCI,W,C,CZ,SS",ICS,195
ICS 208,TRANSNATIONAL FEMINISM,lec,1,Frances S Hasso,TuTh 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,SS",ICS,208
ICS 209S,THE ATLANTIC SLAVE TRADE,lec,1,Barry Gaspar,MW 4:40PM - 5:55PM,1.0,"CCI,R,C,CZ",ICS,209
ICS 212,MODERN EUROPEAN SHORT FICTION,lec,1,Saskia Ziolkowski,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,ALP,CZ",ICS,212
ICS 213S,COMPARATIVE URBAN POLITICS,lec,1,"Kerry L Haynie, Ralph Bruce Lawrence",Th 10:05AM - 12:35PM,1.0,"CCI,EI,C,SS",ICS,213
ICS 215,GENDER IN DANCE AND THEATRE,lec,1,Purnima Shah,MW 11:45AM - 1:00PM,1.0,"CCI,C,ALP,CZ",ICS,215
ICS 216,GENDER AND SOCIALISM,lec,1,Anna Krylova,TuTh 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",ICS,216
ICS 217S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,MW 3:05PM - 4:20PM,1.0,"CCI,C,ALP,CZ",ICS,217
ICS 256S,SHAMANISM & SPIRIT POSESSION,lec,1,John R Freeman,MW 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,CZ,SS",ICS,256
ICS 262,SCREENING COLD WAR ESPIONAGE,lec,1,Beth Holmgren,M 6:15PM - 8:45PM,1.0,"CCI,EI,C,ALP,CZ",ICS,262
ICS 268,MODERN AFRICA,lec,1,Departmental Staff,WF 8:30AM - 9:45AM,1.0,"CCI,C,CZ,SS",ICS,268
ICS 271,BUSINESS ETHICS,lec,1,Wayne John Norman,M 3:05PM - 5:35PM,1.0,"EI,C,SS",ICS,271
ICS 275S,"LEFT, RIGHT, AND CENTER",lec,1,Departmental Staff,W 8:30AM - 11:00AM,1.0,"CCI,EI,C,SS",ICS,275
ICS 276,MODERN TERRORISM,lec,1,Martin A Miller,MW 1:25PM - 2:40PM,1.0,"CCI,SIGNATURE,C,CZ",ICS,276
ICS 289S,NATIONALISM AND EXILE,lec,1,Martin A Miller,Tu 6:15PM - 8:45PM,1.0,"CCI,R,C,CZ",ICS,289
ICS 302,GLOBAL CHINESE CITIES,lec,1,Carlos Rojas,TuTh 10:05AM - 11:20AM,1.0,"CCI,C,ALP,CZ",ICS,302
ICS 305,HISTORY INT FIN & MON CRISES,lec,1,Giovanni Zanalda,Th 1:25PM - 3:55PM,1.0,"EI,C,CZ,SS",ICS,305
ICS 307S,POL ECON OF FINANCIAL CRISES,lec,1,Karen Remmer,W 4:40PM - 7:10PM,1.0,"C,SS",ICS,307
ICS 320S,SOCIAL MOVEMENTS/SOCIAL MEDIA,lec,1,Negar Mottahedeh,WF 11:45AM - 1:00PM,1.0,"CCI,EI,STS,C,ALP,CZ",ICS,320
ICS 323,MYSTICAL LITERATURE,lec,1,Omid Safi,W 4:40PM - 7:10PM,1.0,"CCI,C,ALP",ICS,323
ICS 328,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",ICS,328
ICS 332S,GLBL DISPLACEMENT: VOIX FRANC,lec,1,Deborah S Reisinger,MW 10:05AM - 11:20AM,1.0,"CCI,EI,FL,SL,C,CZ,SS",ICS,332
ICS 333S,STORYWORLDS,lec,1,Eileen Chow,MW 10:05AM - 11:20AM,1.0,"CCI,C,ALP,CZ",ICS,333
ICS 335S,DECOLONIZATION,lec,1,Jessica Namakkal,W 1:25PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",ICS,335
ICS 336,CHINATOWNS: A CULTURAL HISTORY,lec,1,Eileen Chow,W 3:05PM - 5:35PM,1.0,"CCI,R,C,ALP,CZ",ICS,336
ICS 344S,OUR CULINARY CULTURES,lec,1,Kelly L Alexander,F 10:05AM - 12:35PM,1.0,"CCI,W,C,ALP",ICS,344
ICS 346S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ,SS",ICS,346
ICS 348,WOMEN IN THE ECONOMY,lec,1,Genna R Miller,WF 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,SS",ICS,348
ICS 353,LIFE AND DEATH,lec,1,Anne Allison,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",ICS,353
ICS 369,GLOBAL APPLE,lec,1,Ralph A Litzinger,MW 11:45AM - 1:00PM,1.0,"EI,STS,C,CZ,SS",ICS,369
ICS 377S,CONTEMPORARY NOVEL,lec,1,Nancy Armstrong,MW 1:25PM - 2:40PM,1.0,"C,ALP",ICS,377
ICS 379,EMERGING MARKETS,lec,1,Ronald L Leven,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",ICS,379
ICS 380S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ",ICS,380
ICS 389,BUDDHISM AND SEXUALITY,lec,1,David N Need,TuTh 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ",ICS,389
ICS 395,LANGUAGE AND SOCIETY,lec,1,Gail L Clements,MW 11:45AM - 1:00PM,1.0,"CCI,C,SS",ICS,395
ICS 397,GLOBAL HEALTH ETHICS,lec,1,Kathryn Whetten,TuTh 8:30AM - 9:45AM,1.0,"EI,C,SS",ICS,397
ICS 399,GLOBAL RUSSIA,lec,1,Michael Newcity,MW 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",ICS,399
ICS 410S,TRAUMA IN ASIA,lec,1,Nayoung Aimee Kwon,Th 11:45AM - 2:15PM,1.0,"CCI,C,ALP,CZ",ICS,410
ICS 412S,CAP SEM: GLOBALIZATION ASIA,lec,1,Sucheta Mazumdar,Th 4:40PM - 7:10PM,1.0,"CCI,R,STS,C,CZ,SS",ICS,412
ICS 424-1,MEDICAL ANTHROPOLOGY,lec,1,Diane M Nelson,MW 3:05PM - 4:20PM,1.0,"CCI,EI,STS,C,SS",ICS,424
ICS 452,ECONOMIC GROWTH,lec,1,Pietro Peretto,Th 4:40PM - 7:10PM,1.0,"CCI,R,C,SS",ICS,452
ICS 489S,CAPSTONE: GLOBAL STUDIES,lec,1,Departmental Staff,TuTh 10:05AM - 11:20AM,1.0,"CCI,R,W,CZ,SS",ICS,489
ICS 489S,CAPSTONE: GLOBAL STUDIES,lec,2,Departmental Staff,TuTh 1:25PM - 2:40PM,1.0,"CCI,R,W,CZ,SS",ICS,489
ICS 495S,SENIOR HONORS SEMINAR,lec,1,Catherine Mathers,Tu 10:05AM - 12:35PM,1.0,"CCI,R,W,CZ,SS",ICS,495
ISS 110,"INFORMATION, SOCIETY & CULTURE",lec,1,Astrid A Giugni,M 8:30AM - 11:00AM,1.0,"STS,C,CZ",ISS,110
ISS 112,THE GOOGLIZATION OF KNOWLEDGE,lec,1,"Hannah N Rozear, Linda Daniel",TuTh 3:05PM - 4:20PM,1.0,"EI,R,STS,C,SS",ISS,112
ISS 198,EXPERIMENTAL INTERFACE DESIGN,lec,1,William Seaman,W 11:45AM - 2:15PM,1.0,"STS,C,ALP",ISS,198
ISS 268,MEDIA HISTORY: OLD AND NEW,lec,1,Victoria E Szabo,M 11:45AM - 2:15PM,1.0,"STS,W,C,ALP,SS",ISS,268
ISS 279S,VISUAL CULTURES OF MEDICINE,lec,1,Jules Odendahl-James,WF 11:45AM - 1:00PM,1.0,"STS,C,ALP",ISS,279
ISS 305L,VIRTUAL MUSEUMS,lec,1,Maurizio Forte,Tu 1:25PM - 2:40PM,1.0,"R,STS,C,ALP",ISS,305
ISS 305L,VIRTUAL MUSEUMS,lab,1,Maurizio Forte,Th 1:25PM - 2:40PM,1.0,"R,STS,C,ALP",ISS,305
ISS 315,MAPPING HISTORY WITH GIS,lec,1,Timothy D Shea,M 10:05AM - 12:35PM,1.0,"STS,C,CZ",ISS,315
ISS 320S,UNITY 3D PROG./INT. DESIGN,lec,1,David John Zielinski,Tu 4:40PM - 7:10PM,1.0,"STS,C",ISS,320
ISS 323S,SOCIAL MOVEMENTS/SOCIAL MEDIA,lec,1,Negar Mottahedeh,WF 11:45AM - 1:00PM,1.0,"CCI,EI,STS,C,ALP,CZ",ISS,323
ISS 366L,DATA VISUALIZATION,lec,1,Fiene Leunissen,Tu 8:30AM - 9:45AM,1.0,"R,STS,C",ISS,366
ISS 366L,DATA VISUALIZATION,lab,1,Fiene Leunissen,Th 8:30AM - 9:45AM,1.0,"R,STS,C",ISS,366
ISS 435S,CHINESE MEDIA AND POP CULTURE,lec,1,Kang Liu,MW 1:25PM - 2:40PM,1.0,"CCI,C,SS",ISS,435
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,1,Departmental Staff,TuTh 8:30AM - 9:45AM MW 8:30AM - 9:30AM,1.0,FL,ITALIAN,101
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,2,Departmental Staff,MW 10:05AM - 11:05AM TuTh 10:05AM - 11:20AM,1.0,FL,ITALIAN,101
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,3,Departmental Staff,MW 11:45AM - 12:45PM TuTh 11:45AM - 1:00PM,1.0,FL,ITALIAN,101
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,4,Departmental Staff,MW 3:05PM - 4:05PM TuTh 3:05PM - 4:20PM,1.0,FL,ITALIAN,101
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,5,Departmental Staff,MW 8:30AM - 9:30AM TuTh 8:30AM - 9:45AM,1.0,FL,ITALIAN,101
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,1,Departmental Staff,MW 8:30AM - 9:30AM TuTh 8:30AM - 9:45AM,1.0,FL,ITALIAN,102
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,3,Departmental Staff,MW 11:45AM - 12:45PM TuTh 11:45AM - 1:00PM,1.0,FL,ITALIAN,102
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,4,Departmental Staff,MW 1:25PM - 2:25PM TuTh 1:25PM - 2:40PM,1.0,FL,ITALIAN,102
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,5,Departmental Staff,MW 3:05PM - 4:05PM TuTh 3:05PM - 4:20PM,1.0,FL,ITALIAN,102
ITALIAN 112,ACCELERATED ELEMENTARY ITALIAN,lec,1,Departmental Staff,MW 1:25PM - 2:25PM TuTh 1:25PM - 2:40PM,1.0,FL,ITALIAN,112
ITALIAN 203,INTERMEDIATE ITALIAN,lec,1,Departmental Staff,MWF 8:45AM - 9:45AM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 203,INTERMEDIATE ITALIAN,lec,2,Departmental Staff,MWF 10:20AM - 11:20AM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 203,INTERMEDIATE ITALIAN,lec,3,Departmental Staff,MWF 12:00PM - 1:00PM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 203,INTERMEDIATE ITALIAN,lec,4,Departmental Staff,MWF 1:40PM - 2:40PM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 203,INTERMEDIATE ITALIAN,lec,5,Departmental Staff,MWF 3:20PM - 4:20PM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 203,INTERMEDIATE ITALIAN,lec,6,Departmental Staff,MWF 10:20AM - 11:20AM,1.0,"FL,CZ",ITALIAN,203
ITALIAN 220,MODERN EUROPEAN SHORT FICTION,lec,1,Saskia Ziolkowski,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,ALP,CZ",ITALIAN,220
ITALIAN 301S,INTRO TO ITALIAN CULTURE,lec,1,Departmental Staff,MW 11:45AM - 1:00PM,1.0,"CCI,FL,W,ALP",ITALIAN,301
ITALIAN 388S,"FOOD, CULTURE, & SOCIETY",lec,1,Luciana Fellin,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,CZ,SS",ITALIAN,388
JEWISHST 101,ELEMENTARY MODERN HEBREW,lec,1,Departmental Staff,MW 1:25PM - 2:40PM,1.0,"FL,C",JEWISHST,101
JEWISHST 101,ELEMENTARY MODERN HEBREW,dis,1,Departmental Staff,TuTh 1:25PM - 2:15PM,1.0,"FL,C",JEWISHST,101
JEWISHST 148,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,SS",JEWISHST,148
JEWISHST 190FS,SP TOP: FOCUS PROGRAM,lec,1,Marc Zvi Brettler,TuTh 3:05PM - 4:20PM,1.0,,JEWISHST,190
JEWISHST 190FS,SP TOP: FOCUS PROGRAM,lec,2,Malachi H Hacohen,TuTh 1:25PM - 2:40PM,1.0,,JEWISHST,190
JEWISHST 203,INTERMED MODERN HEBREW,lec,1,Departmental Staff,TuTh 11:45AM - 1:00PM,1.0,"FL,C,ALP",JEWISHST,203
JEWISHST 243,MODERN EUROPEAN SHORT FICTION,lec,1,Saskia Ziolkowski,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,ALP,CZ",JEWISHST,243
JEWISHST 258,THE MODERN MIDDLE EAST,lec,1,Adam Mestyan,TuTh 10:05AM - 11:20AM,1.0,"CCI,C,CZ",JEWISHST,258
JEWISHST 301D,RELIGION RESTRICTIONS VIOLENCE,lec,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Tu 3:05PM - 5:35PM,1.0,"CCI,EI,C,CZ",JEWISHST,301
JEWISHST 301D,RELIGION RESTRICTIONS VIOLENCE,dis,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",JEWISHST,301
JEWISHST 301D,RELIGION RESTRICTIONS VIOLENCE,dis,2,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",JEWISHST,301
JEWISHST 301D,RELIGION RESTRICTIONS VIOLENCE,dis,3,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",JEWISHST,301
JEWISHST 301D,RELIGION RESTRICTIONS VIOLENCE,dis,4,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",JEWISHST,301
JEWISHST 305S,ADVANCED MODERN HEBREW,lec,1,Departmental Staff,MW 3:05PM - 4:20PM,1.0,"CCI,FL,C,ALP",JEWISHST,305
JEWISHST 342,THE HOLOCAUST,lec,1,Departmental Staff,WF 11:45AM - 1:00PM,1.0,"CCI,EI,STS,C,CZ",JEWISHST,342
JEWISHST 369,GERMANY CONFRONTS HOLOCAUST,lec,1,Kristen Dolan,MW 4:40PM - 5:55PM,1.0,"CCI,EI,C,ALP,CZ",JEWISHST,369
JPN 101,ELEMENTARY JAPANESE,lec,1,Naoko Kurokawa,MW 1:25PM - 2:40PM,1.0,FL,JPN,101
JPN 101,ELEMENTARY JAPANESE,lec,2,Naoko Kurokawa,MW 3:05PM - 4:20PM,1.0,FL,JPN,101
JPN 101,ELEMENTARY JAPANESE,dis,1,Naoko Kurokawa,TuTh 1:25PM - 2:15PM,1.0,FL,JPN,101
JPN 101,ELEMENTARY JAPANESE,dis,2,Naoko Kurokawa,TuTh 3:05PM - 3:55PM,1.0,FL,JPN,101
JPN 203,INTERMEDIATE JAPANESE,lec,1,Azusa Saito,MW 11:45AM - 1:00PM,1.0,"FL,CZ",JPN,203
JPN 203,INTERMEDIATE JAPANESE,lec,2,Azusa Saito,MW 1:25PM - 2:40PM,1.0,"FL,CZ",JPN,203
JPN 203,INTERMEDIATE JAPANESE,dis,1,Azusa Saito,TuTh 11:45AM - 12:35PM,1.0,"FL,CZ",JPN,203
JPN 203,INTERMEDIATE JAPANESE,dis,2,Azusa Saito,TuTh 1:25PM - 2:15PM,1.0,"FL,CZ",JPN,203
JPN 305,ADVANCED JAPANESE,lec,1,Yunchuan Chen,MWF 3:05PM - 4:20PM,1.0,"CCI,FL,ALP",JPN,305
KICHE 101,ELEMENTARY K'ICHE' MAYA I,lec,1,Departmental Staff,TuTh 4:00PM - 5:15PM,1.0,FL,KICHE,101
KICHE 203,INTERMEDIATE K'ICHE' MAYA I,lec,1,Departmental Staff,TuTh 2:00PM - 3:15PM,1.0,FL,KICHE,203
KOREAN 101,ELEMENTARY KOREAN,lec,1,Barohny Eun,MW 3:05PM - 4:20PM,1.0,FL,KOREAN,101
KOREAN 101,ELEMENTARY KOREAN,lec,2,Barohny Eun,MW 4:40PM - 5:55PM,1.0,FL,KOREAN,101
KOREAN 101,ELEMENTARY KOREAN,dis,1,Barohny Eun,TuTh 1:25PM - 2:15PM,1.0,FL,KOREAN,101
KOREAN 101,ELEMENTARY KOREAN,dis,2,Barohny Eun,TuTh 3:05PM - 3:55PM,1.0,FL,KOREAN,101
KOREAN 203,INTERMEDIATE KOREAN,lec,1,Eunyoung Kim,MW 1:25PM - 2:40PM,1.0,FL,KOREAN,203
KOREAN 203,INTERMEDIATE KOREAN,lec,2,Eunyoung Kim,MW 3:05PM - 4:20PM,1.0,FL,KOREAN,203
KOREAN 203,INTERMEDIATE KOREAN,dis,1,Eunyoung Kim,TuTh 4:40PM - 5:30PM,1.0,FL,KOREAN,203
KOREAN 203,INTERMEDIATE KOREAN,dis,2,Eunyoung Kim,TuTh 3:05PM - 3:55PM,1.0,FL,KOREAN,203
KOREAN 305,ADVANCED KOREAN,lec,1,Eunyoung Kim,TuTh 1:25PM - 2:40PM W 4:40PM - 5:55PM,1.0,"CCI,FL,ALP",KOREAN,305
KOREAN 455S,KOREAN POLITICS AND SOCIETY,lec,1,Jung Min Lee,TuTh 3:05PM - 4:20PM,1.0,"CCI,EI,FL,CZ,SS",KOREAN,455
LATAMER 121,INTRO CONTEM LATIN AMER,lec,1,Gabriela Goldin Marcovich,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ",LATAMER,121
LATAMER 222,ENVIRON/CAPITALISM IN LAT AMER,lec,1,Gabriela Goldin Marcovich,TuTh 4:40PM - 5:55PM,1.0,"R,W,C,CZ,SS",LATAMER,222
LATAMER 246S,HUMAN RIGHTS IN THE AMERICAS,lec,1,Robin Kirk,WF 11:45AM - 1:00PM,1.0,"CCI,W,C,CZ",LATAMER,246
