Class_Name,Description,Type,id,Professor,Time,Unit,Attributes,Subject,Number
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,9,Alison Hill,W 12:00PM - 2:30PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,10,Alison Hill,W 3:20PM - 5:50PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,11,Alison Hill,W 3:20PM - 5:50PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,12,Alison Hill,Th 8:30AM - 11:00AM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,13,Alison Hill,Th 12:00PM - 2:30PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,14,Alison Hill,Th 12:00PM - 2:30PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 201L,MOLECULAR BIOLOGY,lab,15,Alison Hill,Th 3:20PM - 5:50PM,1.0,"STS,NS",BIOLOGY,201
BIOLOGY 202L,GENETICS AND EVOLUTION,lec,1,"John H Willis, Laurie C Mauger",MWF 11:45AM - 1:00PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,1,Laurie C Mauger,F 9:00AM - 11:30AM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,2,Laurie C Mauger,Th 10:05AM - 12:35PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,3,Laurie C Mauger,Th 10:05AM - 12:35PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,4,Laurie C Mauger,Th 1:25PM - 3:55PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,5,Laurie C Mauger,W 9:00AM - 11:30AM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,6,Laurie C Mauger,W 9:00AM - 11:30AM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,7,Laurie C Mauger,W 1:40PM - 4:10PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 202L,GENETICS AND EVOLUTION,lab,8,Laurie C Mauger,Tu 10:05AM - 12:35PM,1.0,"STS,NS",BIOLOGY,202
BIOLOGY 209-1,THE ECOLOGY OF HUMAN HEALTH,lec,1,"Julie A Reynolds, William F Morris",TuTh 10:05AM - 11:20AM,1.0,"STS,NS",BIOLOGY,209
BIOLOGY 212L,GENERAL MICROBIOLOGY,lec,1,Amy K Schmid,MW 11:45AM - 12:35PM,1.0,NS,BIOLOGY,212
BIOLOGY 212L,GENERAL MICROBIOLOGY,lab,1,Lindsay R Saunders,MW 1:25PM - 3:25PM,1.0,NS,BIOLOGY,212
BIOLOGY 212L,GENERAL MICROBIOLOGY,lab,2,Lindsay R Saunders,TuTh 9:25AM - 11:25AM,1.0,NS,BIOLOGY,212
BIOLOGY 212L,GENERAL MICROBIOLOGY,lab,3,Lindsay R Saunders,TuTh 1:25PM - 3:25PM,1.0,NS,BIOLOGY,212
BIOLOGY 213D,CELL SIGNALING AND DISEASES,lec,1,"Tai-ping Sun, Zhen-Ming Pei",W 3:05PM - 5:35PM,1.0,NS,BIOLOGY,213
BIOLOGY 213D,CELL SIGNALING AND DISEASES,dis,1,"Tai-ping Sun, Zhen-Ming Pei",Th 1:40PM - 2:30PM,1.0,NS,BIOLOGY,213
BIOLOGY 213D,CELL SIGNALING AND DISEASES,dis,2,"Tai-ping Sun, Zhen-Ming Pei",F 1:40PM - 2:30PM,1.0,NS,BIOLOGY,213
BIOLOGY 220,CELL BIOLOGY,lec,1,"David R McClay, David R Sherwood",TuTh 8:30AM - 9:45AM,1.0,NS,BIOLOGY,220
BIOLOGY 220,CELL BIOLOGY,dis,1,"David R McClay, David R Sherwood",M 12:00PM - 12:50PM,1.0,NS,BIOLOGY,220
BIOLOGY 220,CELL BIOLOGY,dis,2,"David R McClay, David R Sherwood",Tu 1:40PM - 2:30PM,1.0,NS,BIOLOGY,220
BIOLOGY 220,CELL BIOLOGY,dis,3,"David R McClay, David R Sherwood",W 1:40PM - 2:30PM,1.0,NS,BIOLOGY,220
BIOLOGY 223,CELL AND MOLEC NEUROBIO,lec,1,Pelin Cayirlioglu Volkan,TuTh 10:05AM - 11:20AM,1.0,"C,NS",BIOLOGY,223
BIOLOGY 223,CELL AND MOLEC NEUROBIO,dis,1,Pelin Cayirlioglu Volkan,Th 12:00PM - 12:50PM,1.0,"C,NS",BIOLOGY,223
BIOLOGY 223,CELL AND MOLEC NEUROBIO,dis,2,Pelin Cayirlioglu Volkan,Th 1:40PM - 2:30PM,1.0,"C,NS",BIOLOGY,223
BIOLOGY 224,FUNDAMENTALS NEUROSCI,lec,1,Thomas Newpher,MW 3:05PM - 4:20PM,1.0,"STS,C,NS",BIOLOGY,224
BIOLOGY 228S,HOW PLANTS FEED/FUEL THE WORLD,lec,1,Jean- Christophe Domec,MW 10:05AM - 11:20AM,1.0,"STS,IMMERSE,C,NS",BIOLOGY,228
BIOLOGY 262,"PEOPLE, PLANTS, AND POLLUTION",lec,1,William Wilson,MW 3:05PM - 4:20PM,1.0,"STS,C,NS",BIOLOGY,262
BIOLOGY 267D,BEHAVIORAL ECOLOGY,lec,1,Susan C Alberts,MW 10:05AM - 11:20AM,1.0,"R,STS,W,C,NS",BIOLOGY,267
BIOLOGY 267D,BEHAVIORAL ECOLOGY,dis,1,Susan C Alberts,Th 1:40PM - 2:30PM,1.0,"R,STS,W,C,NS",BIOLOGY,267
BIOLOGY 267D,BEHAVIORAL ECOLOGY,dis,2,Susan C Alberts,F 10:20AM - 11:10AM,1.0,"R,STS,W,C,NS",BIOLOGY,267
BIOLOGY 268D,MECHANISMS OF ANIMAL BEHAVIOR,lec,1,Stephen Nowicki,MW 8:30AM - 9:45AM,1.0,"C,NS",BIOLOGY,268
BIOLOGY 268D,MECHANISMS OF ANIMAL BEHAVIOR,dis,1,Stephen Nowicki,F 8:45AM - 9:35AM,1.0,"C,NS",BIOLOGY,268
BIOLOGY 325,GENOME TECHNOLOGIES,lec,1,"Gregory A Wray, Susanne B Haga",TuTh 11:45AM - 1:00PM,1.0,"STS,C,NS",BIOLOGY,325
BIOLOGY 329D,PRINCIPLES ANIMAL PHYS,lec,1,Ron Grunwald,TuTh 11:45AM - 1:00PM,1.0,NS,BIOLOGY,329
BIOLOGY 329D,PRINCIPLES ANIMAL PHYS,dis,1,Ron Grunwald,M 12:00PM - 12:50PM,1.0,NS,BIOLOGY,329
BIOLOGY 329D,PRINCIPLES ANIMAL PHYS,dis,2,Ron Grunwald,M 1:40PM - 2:30PM,1.0,NS,BIOLOGY,329
BIOLOGY 361LS,FIELD ECOLOGY,lec,1,Justin Wright,W 3:05PM - 4:20PM,1.0,"R,W,C,NS",BIOLOGY,361
BIOLOGY 361LS,FIELD ECOLOGY,lab,1,Justin Wright,F 1:25PM - 4:55PM,1.0,"R,W,C,NS",BIOLOGY,361
BIOLOGY 412S,SENSORY SIGNAL TRANSDUCTION,lec,1,Zhen-Ming Pei,Th 4:40PM - 7:10PM,1.0,"R,NS",BIOLOGY,412
BIOLOGY 417S,GENETIC ENGINEER/BIOTECH,lec,1,Tai-ping Sun,Tu 3:05PM - 5:35PM,1.0,"STS,C,NS",BIOLOGY,417
BIOLOGY 418,INTRODUCTION TO BIOPHYSICS,lec,1,John Michael Mercer,TuTh 10:05AM - 11:20AM,1.0,"C,NS,QS",BIOLOGY,418
BIOLOGY 420,CANCER GENETICS,lec,1,Amy Bejsovec,TuTh 10:05AM - 11:20AM,1.0,"R,NS",BIOLOGY,420
BIOLOGY 422LS,NEURODEGENERATIVE DISEASE LAB,lec,1,"Emily F Ozdowski, Nina T Sherwood",M 1:25PM - 2:40PM,1.0,"R,C,NS",BIOLOGY,422
BIOLOGY 422LS,NEURODEGENERATIVE DISEASE LAB,lab,1,"Emily F Ozdowski, Nina T Sherwood",TuTh 12:00PM - 2:30PM,1.0,"R,C,NS",BIOLOGY,422
BIOLOGY 427S,SENSORY BIOLOGY,lec,1,Sonke Johnsen,Tu 3:05PM - 5:35PM,1.0,"C,NS",BIOLOGY,427
BIOLOGY 429S,HOW ORGANISMS MOVE,lec,1,Sheila N. Patek,TuTh 11:45AM - 1:00PM,1.0,NS,BIOLOGY,429
BIOLOGY 89S,FIRST-YEAR SEMINAR (TOP),lec,1,V Louise Roth,TuTh 10:05AM - 11:20AM,1.0,,BIOLOGY,89
BIOLOGY 89S,FIRST-YEAR SEMINAR (TOP),lec,2,Clifford Cunningham,TuTh 1:25PM - 2:40PM W 4:40PM - 5:55PM,1.0,,BIOLOGY,89
BME 244L,QUANT PHYSIOLOGY BIOSTAT APPL,lec,1,"Charles S Wallace, Kengyeh K Chu",TuTh 11:45AM - 1:00PM,1.0,,BME,244
BME 260L,MODELS CELL AND MOL SYSTEMS,lec,1,Departmental Staff,TuTh 8:30AM - 9:45AM,1.0,,BME,260
BME 260L,MODELS CELL AND MOL SYSTEMS,lab,1,Departmental Staff,Tu 4:40PM - 5:55PM,1.0,,BME,260
BME 271D,SIGNALS AND SYSTEMS,lec,1,Elizabeth K Bucholz,MW 8:30AM - 9:45AM,1.0,,BME,271
BME 271D,SIGNALS AND SYSTEMS,dis,1,Elizabeth K Bucholz,M 4:40PM - 5:55PM,1.0,,BME,271
BME 303L,MOD DIAG IMAGING SYSTEMS,lec,1,Junjie Yao,WF 3:05PM - 4:20PM,1.0,,BME,303
BME 303L,MOD DIAG IMAGING SYSTEMS,lab,1,Junjie Yao,W 4:40PM - 6:40PM,1.0,,BME,303
BME 307,TRNSPRT PHENOM:BIOLOGCL SYSTMS,lec,1,Amanda Randles,MW 10:05AM - 11:20AM,1.0,,BME,307
BME 354L,INTRO MEDICAL INSTRUMENTATION,lec,1,Kathryn R Nightingale,MW 8:30AM - 9:45AM,1.0,,BME,354
BME 354L,INTRO MEDICAL INSTRUMENTATION,lab,1,Kathryn R Nightingale,MW 10:05AM - 11:20AM,1.0,,BME,354
BME 432L,BIOMECH VEHICLE SAFETY EGR,lec,1,Jason Frederick Luck,MW 11:45AM - 1:00PM,1.0,,BME,432
BME 432L,BIOMECH VEHICLE SAFETY EGR,lab,1,Jason Frederick Luck,M 4:40PM - 7:40PM,1.0,,BME,432
BME 464L,MEDICAL INSTRUMENT DSGN,lec,1,Olaf T Von Ramm,MW 10:05AM - 11:20AM,1.0,,BME,464
BME 464L,MEDICAL INSTRUMENT DSGN,lab,1,Olaf T Von Ramm,Tu 1:25PM - 4:25PM,1.0,,BME,464
BME 473L,MEDICAL DEVICE DESIGN I,lec,1,Mark L Palmeri,TuTh 8:30AM - 9:45AM,1.0,,BME,473
BME 473L,MEDICAL DEVICE DESIGN I,lab,1,Mark L Palmeri,F 1:25PM - 4:25PM,1.0,,BME,473
BME 474L,MEDICAL DEVICE DESIGN II,lec,1,Mark L Palmeri,M 1:25PM - 2:40PM,1.0,,BME,474
BME 474L,MEDICAL DEVICE DESIGN II,lab,1,Mark L Palmeri,M 3:05PM - 4:20PM,1.0,,BME,474
CEE 301L,FLUID MECHANICS,lec,1,Zbigniew J Kabala,MW 11:45AM - 1:00PM,1.0,,CEE,301
CEE 301L,FLUID MECHANICS,lab,1,Zbigniew J Kabala,Th 3:05PM - 4:20PM,1.0,,CEE,301
CEE 301L,FLUID MECHANICS,lab,2,Zbigniew J Kabala,Th 4:40PM - 5:55PM,1.0,,CEE,301
CEE 311,ARCH ENGINEERING I,lec,1,Chris E Brasier,TuTh 6:15PM - 7:30PM,1.0,"STS,ALP",CEE,311
CEE 421L,MATRIX STRUCT ANALYSIS,lec,1,Guglielmo Scovazzi,TuTh 11:45AM - 1:00PM,1.0,,CEE,421
CEE 421L,MATRIX STRUCT ANALYSIS,lab,1,Guglielmo Scovazzi,W 4:40PM - 5:55PM,1.0,,CEE,421
CEE 423L,METALLIC STRUCTURES,lec,1,Joseph C Nadeau,TuTh 10:05AM - 11:20AM,1.0,,CEE,423
CEE 423L,METALLIC STRUCTURES,lab,1,Joseph C Nadeau,Tu 1:25PM - 2:40PM,1.0,,CEE,423
CEE 423L,METALLIC STRUCTURES,lab,2,Joseph C Nadeau,Tu 3:05PM - 4:20PM,1.0,,CEE,423
CEE 423L,METALLIC STRUCTURES,lab,3,Joseph C Nadeau,W 1:25PM - 2:40PM,1.0,,CEE,423
CEE 461L,CHEM PRINCIPLES IN ENV ENG,lec,1,Heileen Hsu-Kim,MW 1:25PM - 2:40PM,1.0,,CEE,461
CEE 461L,CHEM PRINCIPLES IN ENV ENG,lab,1,Heileen Hsu-Kim,M 3:05PM - 4:20PM,1.0,,CEE,461
CEE 461L,CHEM PRINCIPLES IN ENV ENG,lab,2,Heileen Hsu-Kim,M 4:40PM - 5:55PM,1.0,,CEE,461
CEE 463L,WATER RESOURCES EGR,lec,1,David E Schaad,MWF 12:00PM - 12:50PM,1.0,,CEE,463
CEE 463L,WATER RESOURCES EGR,lab,1,David E Schaad,F 1:25PM - 2:40PM,1.0,,CEE,463
CESC 201S,ENGAGED CITIZENS/SOCIAL CHANGE,lec,1,Eric J Mlyn,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,SS",CESC,201
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,lec,1,Christopher P. Roy,WF 8:30AM - 9:45AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,lec,2,Christopher P. Roy,MW 11:45AM - 1:00PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,11,Christopher P. Roy,M 8:45AM - 9:35AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,12,Christopher P. Roy,M 8:45AM - 9:35AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,13,Christopher P. Roy,M 8:45AM - 9:35AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,21,Christopher P. Roy,M 10:20AM - 11:10AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,22,Christopher P. Roy,M 10:20AM - 11:10AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,31,Christopher P. Roy,M 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,32,Christopher P. Roy,M 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,33,Christopher P. Roy,M 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,41,Christopher P. Roy,M 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,42,Christopher P. Roy,M 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,43,Christopher P. Roy,M 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,51,Christopher P. Roy,F 8:45AM - 9:35AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,52,Christopher P. Roy,F 8:45AM - 9:35AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,61,Christopher P. Roy,F 10:20AM - 11:10AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,62,Christopher P. Roy,F 10:20AM - 11:10AM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,71,Christopher P. Roy,F 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,72,Christopher P. Roy,F 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,73,Christopher P. Roy,F 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,74,Christopher P. Roy,F 12:00PM - 12:50PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,81,Christopher P. Roy,F 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,82,Christopher P. Roy,F 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 101DL,CORE CONCEPTS IN CHEMISTRY,dis,83,Christopher P. Roy,F 1:40PM - 2:30PM,1.0,NS,CHEM,101
CHEM 110DL,HONORS CHEMISTRY,lec,1,Matthew L Becker,MF 10:05AM - 11:20AM,1.0,NS,CHEM,110
CHEM 110DL,HONORS CHEMISTRY,dis,10,Matthew L Becker,W 8:45AM - 9:35AM,1.0,NS,CHEM,110
CHEM 110DL,HONORS CHEMISTRY,dis,11,Matthew L Becker,W 10:20AM - 11:10AM,1.0,NS,CHEM,110
CHEM 110DL,HONORS CHEMISTRY,dis,12,Matthew L Becker,W 12:00PM - 12:50PM,1.0,NS,CHEM,110
CHEM 110DL,HONORS CHEMISTRY,dis,13,Matthew L Becker,W 1:40PM - 2:30PM,1.0,NS,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,111,Daniel Fowler,M 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,112,Daniel Fowler,M 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,311,Daniel Fowler,Tu 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,312,Daniel Fowler,Tu 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,411,Daniel Fowler,W 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,412,Daniel Fowler,W 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,611,Daniel Fowler,Th 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,612,Daniel Fowler,Th 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,711,Daniel Fowler,F 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 110L9,HONORS CHEMISTRY,lec,712,Daniel Fowler,F 1:25PM - 4:25PM,0.0,,CHEM,110
CHEM 201DL,ORGANIC CHEMISTRY I,lec,1,Steven W Baldwin,MWF 12:00PM - 12:50PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,lec,2,Steven W Baldwin,MWF 8:45AM - 9:35AM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,11,Steven W Baldwin,M 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,12,Steven W Baldwin,M 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,13,Steven W Baldwin,M 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,14,Steven W Baldwin,M 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,15,Steven W Baldwin,Tu 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,16,Steven W Baldwin,Tu 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,17,Steven W Baldwin,Tu 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,18,Steven W Baldwin,Tu 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,21,Steven W Baldwin,W 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,22,Steven W Baldwin,W 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,23,Steven W Baldwin,W 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,24,Steven W Baldwin,W 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,25,Steven W Baldwin,Th 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,26,Steven W Baldwin,Th 3:20PM - 4:10PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,27,Steven W Baldwin,Th 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201DL,ORGANIC CHEMISTRY I,dis,28,Steven W Baldwin,Th 4:55PM - 5:45PM,1.0,"STS,NS",CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,111,Farrell Kersey,M 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,112,Farrell Kersey,M 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,121,Farrell Kersey,M 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,122,Farrell Kersey,M 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,211,Farrell Kersey,Tu 8:30AM - 11:30AM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,212,Farrell Kersey,Tu 8:30AM - 11:30AM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,311,Farrell Kersey,Tu 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,312,Farrell Kersey,Tu 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,321,Farrell Kersey,Tu 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,322,Farrell Kersey,Tu 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,411,Farrell Kersey,W 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,412,Farrell Kersey,W 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,421,Farrell Kersey,W 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,422,Farrell Kersey,W 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,611,Farrell Kersey,Th 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,612,Farrell Kersey,Th 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,621,Farrell Kersey,Th 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,622,Farrell Kersey,Th 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,711,Farrell Kersey,F 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 201L9,ORGANIC CHEMISTRY LAB,lec,712,Farrell Kersey,F 1:25PM - 4:25PM,0.0,,CHEM,201
CHEM 202L,ORGANIC CHEMISTRY II,lec,1,Ross Widenhoefer,TuTh 10:05AM - 11:20AM,1.0,"STS,NS",CHEM,202
CHEM 202L,ORGANIC CHEMISTRY II,lec,2,Steven J. Malcolmson,TuTh 8:30AM - 9:45AM,1.0,"STS,NS",CHEM,202
CHEM 210DL,MOD APPS CHEM PRINCIPLES,lec,1,Warren Sloan Warren,TuTh 8:30AM - 9:45AM,1.0,NS,CHEM,210
CHEM 210DL,MOD APPS CHEM PRINCIPLES,dis,10,Warren Sloan Warren,W 8:45AM - 9:35AM,1.0,NS,CHEM,210
CHEM 210DL,MOD APPS CHEM PRINCIPLES,dis,11,Warren Sloan Warren,W 10:20AM - 11:10AM,1.0,NS,CHEM,210
CHEM 210DL,MOD APPS CHEM PRINCIPLES,dis,12,Warren Sloan Warren,W 12:00PM - 12:50PM,1.0,NS,CHEM,210
CHEM 210DL,MOD APPS CHEM PRINCIPLES,dis,13,Warren Sloan Warren,W 1:40PM - 2:30PM,1.0,NS,CHEM,210
CHEM 295,INTRO TO RESEARCH IND. STUDY,lec,1,Ross Widenhoefer,Th 6:15PM - 7:30PM,0.5,"W,NS",CHEM,295
CHEM 301,ELEMENTS PHYSICAL CHEM,lec,1,Kevin Welsher,MWF 8:45AM - 9:35AM,1.0,NS,CHEM,301
CHEM 310,PHYSICAL CHEMISTRY I,lec,1,Weitao Yang,MWF 8:45AM - 9:35AM,1.0,NS,CHEM,310
CHEM 310L,PHYSICAL CHEMISTRY I LAB,lec,31,Todd E Woerner,Tu 1:25PM - 5:55PM,0.5,"W,NS",CHEM,310
CHEM 310L,PHYSICAL CHEMISTRY I LAB,lec,41,Todd E Woerner,W 1:25PM - 5:55PM,0.5,"W,NS",CHEM,310
CHEM 401,ANALYTICAL CHEMISTRY,lec,1,Dorian A Canelas,MW 11:45AM - 1:00PM,1.0,NS,CHEM,401
CHEM 401L,ANALYTICAL CHEMISTRY LAB,lec,11,Todd E Woerner,M 1:25PM - 5:55PM,0.5,NS,CHEM,401
CHEM 401L,ANALYTICAL CHEMISTRY LAB,lec,31,Todd E Woerner,Tu 1:25PM - 5:55PM,0.5,NS,CHEM,401
CHEM 401L,ANALYTICAL CHEMISTRY LAB,lec,41,Todd E Woerner,W 1:25PM - 5:55PM,0.5,NS,CHEM,401
CHEM 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Emily Derbyshire,TuTh 10:05AM - 11:20AM,1.0,,CHEM,89
CHEM 91,CHEM/TECHNOL/SOCIETY,lec,1,Dewey G McCafferty,TuTh 1:25PM - 2:40PM,1.0,"STS,NS",CHEM,91
CHEM 99D,INTRODUCTION TO CHEMISTRY,lec,1,Dorian A Canelas,M 8:45AM - 9:35AM,1.0,NS,CHEM,99
CHEM 99D,INTRODUCTION TO CHEMISTRY,dis,11,Dorian A Canelas,WF 8:45AM - 9:35AM,1.0,NS,CHEM,99
CHILDPOL 250S,CHILD POLICY RESEARCH,lec,1,Megan M Golonka,TuTh 11:45AM - 1:00PM,1.0,"R,C,SS",CHILDPOL,250
CHINESE 101,FIRST-YEAR CHINESE I,lec,1,Tianshu He,MW 8:30AM - 9:30AM,1.0,FL,CHINESE,101
CHINESE 101,FIRST-YEAR CHINESE I,lec,2,Tianshu He,MW 11:45AM - 12:45PM,1.0,FL,CHINESE,101
CHINESE 101,FIRST-YEAR CHINESE I,dis,1,Shu Zhang,TuTh 10:05AM - 11:15AM,1.0,FL,CHINESE,101
